1241	The trees on both sides kept changing: now pines, now birches, now oaks.
1242	A wistful feeling came over them.
1243	She remembered how many trees had been planted.
1244	And then — how many of them had had to be uprooted, cleared away, torn out.
1245	They got in the way of walking, wild strawberries grew under them and you couldn't get to them, but it was very hard to be rid of them.
1246	The trees had won in the end, and now the people lived in their yard, winning back for themselves a little space amid the thickets and the windfall.
1247	Lilichka knew that this was exactly what Miyechka had remembered, and so she turned on the radio and stopped her beloved chatter with the traveler.
1248	Until he started talking himself:
1249	— Now in the old days, — he began, — in the old days there was none of this.
1250	— There wasn't, — Lilichka nodded.
1251	— And now our whole government keeps sending plague down on the pigs.
1252	— Really?
1253	— Lilichka turned around and looked at the passenger.
1254	Some French rap was playing on the radio.
1255	— Yeah.
1256	One of mine dropped dead.
1257	— And how do they send it?
1258	— asked Miyechka, turning the radio down.
1259	— They spray something in the air, — said the man and showed with his fingers how.
1260	— And what do they need that for?
1261	— If only I knew, girls, — sighed the man.
1262	— They say it like this: look for who profits from it.
1263	— And do they profit?
1264	— Miyechka inquired.
1265	— Very much so!
1266	— the man snapped.
1267	— It's like this: the worse it is for us, the better it is for them.
1268	He wanted to keep the conversation going, but his arguments ran out, and he sat there sadly.
1269	The man got out at the turn.
1270	He tried to give them money, then tossed two apples onto the back seat and went off home through the apple orchard.
1271	— Miyechka, — asked Lilichka, — and is this the same apple orchard?
1272	— The very same, — said Miyechka.
1273	— And who does it belong to now?
1274	— To us.
1275	— To us?
1276	— Well, to Mom.
1277	— And who takes care of it?
1278	— No one, really, — said Miyechka.
1279	— Grandfather, you see, had this idea of the common good, that everyone would eat apples, tend the orchard together and have a good laugh.
1280	Instead, we have this.
1281	They looked out the window at the orchard.
1282	It was a whole field planted with apple trees.
1283	Between them tall grass and thistles had grown up.
1284	No one cleared the orchard; young apple saplings had seeded the rows in between.
1285	When the orchard wasn't yet so overgrown, a truck used to come here and people shook down the apples to turn them in for juice.
1286	Now the apple trees could no longer be reached.
