1051	Lilichka and Miyechka sat on the grass.
1052	The grandmother stood leaning on her cane, and with it pointed out which dress to keep.
1053	Marta grimaced at every dress; they all roused in her a mixture of squeamishness and irritation.
1054	After a general inspection of the bag's contents Marta finally said:
1055	— I'll go and buy her something.
1056	— Tires first, — said Lilichka.
1057	— Fine, — retorted Marta, took the child by the hand and walked slowly with her toward the house, saying that they were going to have breakfast.
1058	— Would you look at that, — the grandmother said to Miyechka.
1059	— And you said Marta's maternal instinct wouldn't wake up.
1060	And look how it is.
1061	We have a girl
1062	As soon as the car doors shut and the two of them were alone, locked in the red Honda, and the voices of the others, including the morning birds, fell silent, Miyechka asked at once:
1063	— Well, what was it you wanted to tell me?
1064	— Ivan isn't picking up, — said Lilichka and started the car.
1065	— Not at all?
1066	— He's vanished, — retorted Lilichka and, throwing her arm over the next seat, the way the grandfather always used to, began backing out through the gate.
1067	— And Natalya?
1068	— Which Natalya?
1069	— His wife.
1070	— I don't have her number.
1071	And I have no other numbers, only Ivan's, — said Lilichka, visibly panicking.
1072	— Not bad, — retorted Miyechka, once they had already pulled out onto the road.
1073	— Not bad, — she repeated.
1074	— We have a girl.
1075	They left the car on the shoulder of the village, through which an intercity highway tore, knocking the local cats dead and the alcoholics off their reckoning: the smarter of them would lie down for the night on the other side, not risking crossing at night, while the others risked it, but not all of them survived.
1076	On one side there was an auto repair shop.
1077	On the shoulder stood a large yellowed piece of cardboard, on which in fat red strokes was written: 'Tire Service.'
1078	Two men worked at the repair shop.
1079	One of middling years and middling wits, always ready to chat up the girls.
1080	The other — young, handsome and very quiet.
1081	Lilichka and Miyechka parked by the sign.
1082	Lilichka wore denim shorts and a khaki-colored tank top.
1083	She held one hand to her shoulder, covering the neckline.
1084	Miyechka glanced at her sister and told her to wait.
1085	Then she climbed into the car, trying to find something under the tires, two of which lay in the cabin.
1086	— What are you doing?
1087	— asked Lilichka.
1088	— I'm looking for a scarf for you to cover up with, — Miyechka shouted from somewhere deep in the cabin.
