121	— What are you two whispering about between yourselves?
122	— the grandmother understood at once.
123	— Granny, I didn't say a single word.
124	— As if I needed your word.
125	— It's nothing.
126	— Well, look here, I'm not so old that you should hide something from me.
127	What have you come for, girls?
128	Both of you, and for the whole summer?
129	— We need to replace the door and the terrace.
130	— A young bride, Miyechka, sits with her groom, she doesn't replace a terrace.
131	— And the terrace?
132	— Who is going to live here?
133	Who needs that terrace?
134	Let it all grow over, to the devil with it, who needs it, when it's all so old, like me…
135	There was nothing to say in reply.
136	The house bore upon itself the imprint of past glory.
137	Just as one feels especially sorry for especially beautiful women in old age, because you can see how lovely they once were, so too this house bore the mark of a place once noisy and now overgrown with raspberry.
138	— I came here, girls, when I was twenty, because I thought it was paradise here, and so I lived my whole life in this paradise that I never even had a chance to glance up, my whole life with a concrete mixer in the yard.
139	Did I ever think, when I was learning Rabelais by heart, that I would recite him only on all fours, so as to finish painting the floor faster before the contractions began and your mother was born?
140	The girls were silent.
141	This classic grandmother-speech they knew almost by heart, and there was no sense in contradicting it.
142	Although Miyechka said, as usual:
143	— Well, Granny, for us you made a paradise.
144	— And why is paradise made only on all fours?
145	— asked the grandmother and smiled, but then went on.
146	— And who needs it now?
147	After breakfast Miyechka and Lilichka set about washing the whole house.
148	Because even paradise requires that cleanliness be kept in it.
149	Their mother visited this paradise infrequently, because she knew the grandmother's speech in more detail than her daughters did, and had spent her whole childhood playing with gravel, boards, little nails, and construction sand.
150	Young Teodora used to run between the heaps of stones and search among them for the children, who would crawl off somewhere.
151	'Don't you even think of staying here, or you'll spend your whole life standing on all fours,' she said to her daughter Maria, who at fifteen and a half gladly went off to study and never returned to her parents' home again.
152	And yet both of her granddaughters, already after their first summer in paradise, were drawn here so strongly that they were ready to cook for themselves and do their own laundry, just to find themselves among the raspberry bushes.
153	— That's the grandfather speaking in them, — the grandmother would say.
154	— They're drawn here as if a spell had been cast on them.
155	— Mom, well, let them be here, — Maria would say into the telephone.
156	— I want them at their age to go to dances, not to hide in the bushes.
157	But they spent months hanging about in the old pear tree, which still cast its shadow over the great-grandfather's shed, reading and tracing the ants' routes in the bark of the acacia.
158	— Listen, — said Miyechka now, — when you're nervous, do you still clean like a madwoman?
159	— Ever since a cleaning lady appeared, I run twelve kilometers.
160	Once I ran so far that I took the bus home.
161	The floor was wooden and painted half a century ago.
162	In the places where the children especially often bustled about, where the old folks shuffled their feet, the dogs padded their paws and the cats rolled around, it was worn down to the bare wood.
163	— These boards need replacing, — said Miyechka.
164	The boards really did need replacing.
165	The grandmother was whipping up doughnuts, which none of them ate, but there was no way at all to stop it.
166	For the last fifteen years or so the doughnuts would be baked, and then one of the girls would run around to the neighbors and give them away.
167	The grandmother could not stop generating doughnuts, just as a cherry tree cannot simply up and spontaneously stop bearing cherries.
168	Lilichka ran out for milk, and Miyechka — to the shop, and, before she left the house, the grandmother asked her to put on that dress, then looked her over from head to toe and said:
169	— Very pretty.
170	— But?
171	— asked Miyechka, catching a note of doubt.
172	— But if only it were a bit longer.
173	— But it's down to the knees, — said Miyechka.
174	— If only it were below the knees, — shouted Lilichka from behind the door with a jar of milk that she held at her waist.
175	Along with the grandmother, a cat had moved here for the summer, the one they had found in the eighth grade, while walking with their grandfather in the forest.
176	It seems cats don't live that long, but this one did.
177	He lay in the sun, and his ginger fur glowed dimly.
178	After the doughnuts and the cleaning, all three of them sat down outside to mourn the deceased relatives.
179	The grandmother would begin to remember: at first everyone in her memories was a saintly person, without any flaws at all.
180	That summer she was turning ninety-six, so she remembered no small number of relatives.
181	After the first round of weeping over the saints, she would begin to recall their sins and say that, were it not for her angelic character, one could have ended up in a quarrel with every last one of them.
182	When the relatives ran out, the grandmother would begin to remember singers, the men and the women.
183	Then actors.
184	And then Lilichka would begin to recall by name all the cats and dogs that had once lived in this house their happy dog-and-cat life.
185	— I haven't yet wept over cats, — the grandmother would say, but when they remembered the kitty that had drowned, she did weep after all.
186	At midday the sisters left the grandmother with the cat and themselves went off to look for a craftsman for the door.
187	It was pleasant to take up a calm, routine task, without thinking about reporting, about the allocation of resources, and about not offending one of one's colleagues.
188	The market was crowded, they were selling flowers, the first greenhouse strawberries, herring and marshmallow.
189	They bought a bit of everything.
190	They looked for marshmallow without chocolate, found marmalade, greenhouse tomatoes and young little cucumbers.
191	In the queue for herring, where the two of them stood holding hands so as not to lose each other, while women in low-cut tops leaned over the herring and asked whether they were fatty, a message came to Lilichka.
192	— Oh, look, — she said and showed her sister the screen.
193	On the screen glowed a photo of their cousin, who wrote that she was flying in on Wednesday and asked whether they could pick her up.
194	They only exchanged glances with each other, waited for the herring, and silently set off for the car, one carrying a box of marshmallow and the other — a box of cream puffs for the grandmother.
195	Only then did Lilichka say:
196	— Marta has been drawn here too.
197	Staying in this house had a cumulative effect, and the radius of its pull of gravity, as it now turned out, reached almost five thousand kilometers.
198	Marta
199	Marta hadn't flown in for some seven years, and there had never been any talk of her intending to.
200	She, as was expected of her, was building a career.
201	She wore white shirts, high heels, and after the workday she quarreled with her parents.
202	Then, like a bolt from the blue, she moved — despite her fatal squeamishness toward a foreign culture — to India, and once a week spoke with her mother on the telephone.
203	When Lilichka and Miyechka had achievements, videos, texts, and even children, Marta showed no interest in them whatsoever.
204	— Now, I don't want to believe in these blood ties, in this common root and all that kind of backwardness, — said Lilichka.
205	— But how can you not believe in it, when Marta is a goat, and always was a goat, and yet for all that she's our own kin?
206	— And you're a goat too, if you look closely, — replied Miyechka.
207	— But one of our own.
208	Lilichka knew that Miyechka would surely make just such a joke, and even smiled in advance.
209	Marta was flying in from Delhi to Kyiv, where they were to meet her.
210	— Granny, Marta is flying in on Thursday, — said Lilichka, getting out of the car with the box of marshmallow.
211	— Marta?
212	The grandmother was not sure whether she was offended at her granddaughter for not coming for so long, or not.
213	She leaned toward the thought that she was not.
214	Marta was tall, long-legged, with black hair cut into a bob.
215	No one knew whom she took after with such black eyes, such thick dark brows, and why she was always so pale in the face.
216	With Marta's parents the grandmother maintained a relationship at a distance; they formally saw each other once a year, but sometimes, in conversation, they would suddenly begin to recall some mutual acquaintances and the days of that house's glory.
217	The grandmother took pride in never once having hindered her son from marrying, though she could have.
218	As a matter of fact, in their day the grandmother's own parents had been against her moving to the grandfather's paradise, though it so happened that her mother spent her final hours here, among the gravel and the sand, listening to the morning birds.
219	Off the plane from Delhi Marta stepped exactly as the sisters remembered her.
220	Exactly the same, not changed in the slightest.
221	Marta, just Marta.
222	Only pregnant.
223	— Right, — she said at once, — you wheel my suitcase, — and handed the suitcase handle to Miyechka.
224	— And here's the bag for you, — and handed the bag to Lilichka.
225	— And I'm going to go throw up.
226	The sisters stood side by side, one with the suitcase and the other — with Marta's bag, and exchanged glances.
227	The suitcase was pink and large, and the bag was a Chanel.
228	— She hasn't changed, — said Lilichka.
229	— She still treats us as if we were teenagers, and she's the grown-up auntie, — replied Miyechka.
230	— At a time when we ourselves are already grown-up aunties.
231	Meanwhile Marta came out of the toilet, and on her face was disgust.
232	And then everyone got into the car and drove home, stopping every few dozen kilometers, because Marta felt sick.
233	She was nauseous among the sprouting sunflowers, in the roadside tree belt, among the young potatoes, and in the birch grove.
234	— Will grandmother cry?
235	— asked Marta.
236	— She's already cried, — replied Lilichka from the back seat.
237	— Very good.
238	It was beginning to grow dark; Marta asked to move to the back seat and fell asleep there, while Lilichka and Miyechka went on chatting.
239	— Lil, — said Miyechka, — come on, don't go to Australia.
240	— For that I'd have to learn to manipulate.
241	Grandmother is right.
242	I can't suddenly say 'no.'
243	Then it would turn out that I'm taking responsibility for another person's life and for our children's.
244	— Well then, make it so that he himself makes this decision, — said Miyechka.
245	— That's exactly what manipulation is, Mia!
246	— Lilichka barked and looked at her sister.
247	— And what about you?
248	— I've taken a break until September.
249	— With Danylo?
250	— I don't know, it's some kind of madness, but I can't do anything with myself.
251	— Well, since you're still not there, then evidently you can.
252	— Or maybe I can.
253	Danylo was ideal.
254	Handsome, two meters tall, successful, and he loved Miyechka boundlessly, or at least so he said.
255	— If you need freedom, little bird, — he said to her, sitting on the balcony while she packed her suitcase for the summer, — then take as much of it as you want.
256	— I'm taking it, I'm taking it, forgive me, — said Miyechka, packing her shorts.
257	— After the summer I'll tell you everything.
258	After the summer they had agreed to marry, but Miyechka begged him not to say anything to anyone.
259	And they both knew why.
260	Out of her natural good manners she could not ruin the moment of the ring for him, agreed to the proposal only formally, and asked to freeze the situation.
261	— In summer, of course, situations freeze badly, — said Danylo.
262	— For natural reasons.
263	His white, tender, perfectly clean feet he kept up on the railing.
264	Marta woke up, and she was sick under the poplars.
265	They arrived at night, and the grandmother came out in her nightgown onto the cold veranda.
266	— Granny, — said Marta, — where are you going undressed like that?
267	They embraced.
268	They didn't turn on the light.
269	— Just the same as you were, — said Marta to the grandmother, lying.
270	— And you haven't changed either, Martochka, — the grandmother lied in return.
271	In the corridor Marta whispered:
272	— God, how small she's become!
273	I didn't expect her to be so tiny…
274	The grandmother, when Lilichka came into her room to see whether she was crying, whispered:
275	— Lilya, is she — pregnant?
276	— Pregnant, Granny.
277	So tomorrow don't you go on too much about it...
278	They made up a bed for Marta in the far room, whose window looked out onto the jasmine bushes, and she slept until eleven in the morning.
279	At eleven, when everyone had begun to worry whether Marta was all right, the door of the room opened a crack.
280	— Exactly the same as she was as a little girl, — said the grandmother.
281	— And you've become little, — retorted Marta.
282	— Do you have any pepper?
283	— Well, it hasn't ripened yet, — said the grandmother.
284	— What do you mean, it hasn't ripened?
285	— asked Marta.
286	She stood there in red shorts and a white shirt that had ridden up over her pregnant belly.
287	— There isn't any in the vegetable garden, — said Lilichka.
288	— Solomiya, let's go to the market, — Marta tossed out.
289	— But that's greenhouse stuff!
290	— cried the grandmother.
