1621	— What are you doing tomorrow?
1622	— Do you need help?
1623	— he texted back.
1624	Miyechka had disliked falling in love ever since her youth.
1625	All these attractions were burdensome.
1626	As soon as she felt that someone liked her, she would immediately vanish, flee and shut herself off.
1627	— Sooner or later someone will take your fortress by storm, — Maria would say, while she herself fretted and would tell her mother: 'Mom, Miyechka will probably never know love.'
1628	Miyechka had met no small number of men who made her heart beat a little faster.
1629	Students, colleagues and even long-forgotten crushes from her youth fell in love with her, and she fled from them as from the plague.
1630	There was nothing fatally attractive about her, but her overall image would sometimes hit something in men, and they would remain, for a long while, somewhat beside themselves.
1631	They went about like wounded game, steering clear of the hunting trails.
1632	If before this had frightened Miyechka, now, as a grown woman, there was something in it she liked.
1633	She felt a kind of forbidden pleasure at being able, so inadvertently, to hit a living creature.
1634	Because, unlike Lilichka, who always fell as the first victim and turned her life upside down every time a fatal love came her way, Miyechka looked on it all skeptically.
1635	— How can you be like that?
1636	— Lilichka once said to her after yet another upheaval in her life.
1637	— It's as if you skim off the top everything that brings only pleasure, and never dig your way down to the suffering.
1638	— That's logical, isn't it?
1639	— Miyechka would ask.
1640	— But it's unfair!
1641	— Lilichka shouted.
1642	— You get the buzz without the morning nausea, you just savor the wine, and you never get a headache, your mood never sours afterward… It's so unfair.
1643	Miyechka would shrug.
1644	— But I always have to reach the bitter part.
1645	Always dig my way down to the suffering.
1646	It's never once happened that I simply got the pleasure.
1647	But there was no escaping fairness.
1648	Someone did hit Miyechka after all, and she too dug her way down to suffering.
1649	Her breath caught, and she wanted to turn her life upside down.
1650	The remnants of her good sense helped her take a pause, right up until the roof started leaking.
1651	— I'll come, — he wrote.
1652	Miyechka went back to her room.
1653	Looked in the mirror.
1654	She took the scissors, lightly trimmed a strand that stuck out somewhere from behind her ear.
1655	She combed her hair, which in a fair wave almost reached her shoulders, turned out the whole suitcase of clothes and tried on half of them.
1656	Everything was wrong.
1657	She went outside.
1658	Lusya came running toward her, saying: 'Mia!
1659	Mia!'
1660	Behind her stood Marta, laughing.
1661	— Our girl has started talking!
1662	— Maria cried out.
1663	— Oh, my little bird!
1664	— Mia scooped the child up into her arms.
1665	— Mia!
1666	— the girl cried.
1667	— Lusya!
1668	— exclaimed Miyechka.
1669	— Tomorrow they'll fix our roof for us!
1670	— Did you find someone?
1671	— the grandmother asked again, leaning on her cane.
1672	— Did someone take the sin upon his soul?
1673	— He did, — Lusya pulled Mia by the hair, and Mia pried open the small, tenacious little fingers.
1674	— One militant atheist turned up.
1675	Miyechka drove out in the morning to fetch the atheist, to meet him at the turn off the highway.
1676	For half the evening, so that no one would see, she had once more been trying on what to wear.
1677	And finally she found her jeans, the ones she'd worn back as a student.
1678	Delighted that she still fit into them, she also found a black T-shirt with the word Guadalajara on it, and drove out in that in the morning.
1679	She stopped on the shoulder, got out of the car and leaned against its side.
1680	She pinned up her hair, then let it down.
1681	She put on her glasses, then took them off.
1682	She rolled up her jeans, then rolled them back down.
1683	Then she opened the back door to find a comb and tame that damned strand, when suddenly she heard a honk.
1684	He had arrived.
1685	— My lovely, — he said.
1686	The strand stayed uncombed.
1687	— Thank you, — said Miyechka.
1688	He smelled of himself, of love, of guilt.
1689	She had thought he smelled only of a drop of perfume, but that, of course, was not so.
1690	— You smell of summer, — he said, smiling.
1691	— Follow me, — said Miyechka.
