1811	— Lilya, sit down, — said Miyechka.
1812	— I'll bring one for myself.
1813	— Dear, sit here!
1814	— cried Mrs. Darochka, trying to spring up from her seat.
1815	— No need!
1816	— Miyechka called and quickly went off to the house again.
1817	On the way she cast a glance at Ustym; he sat on his knees with the drill.
1818	From the house she took another stool, a cloth, and as many cups as she could.
1819	When Miyechka came back, Mrs. Darochka and the grandmother were just then discussing where the craftsman was from and whether he was a non-believer.
1820	— Wherever did you find one like that, who'd just up and come right on Ivan Kupala?
1821	— asked Mrs. Darochka.
1822	— Solomiya summoned him, — the grandmother retorted.
1823	— So maybe he's a shtunda?
1824	— Mrs. Darochka pressed.
1825	— Not a shtunda, — Marta cut in.
1826	— He said he'd be drinking.
1827	— Aha, so he's one of those in rehab?
1828	One of the drug addicts?
1829	— Mrs. Darochka, between alcoholics and shtundas there are intermediate values as well, — Marta snapped.
1830	Lilichka went into the house and brought a teapot of tea, sliced fresh bread, cheese with herbs, tomatoes and little toasts with pâté.
1831	— Ustym, — Miyechka called, coming up to the roof.
1832	He looked down at her from above.
1833	Solomiya stood there so homey and cozy in her blue dress with bare shoulders and her hair pinned up.
1834	— Miyechka...
1835	— he said.
1836	— Take a break.
1837	— But I've still got half an hour here.
1838	— Come down to us, you'll finish later.
1839	Ustym came down to Miyechka, raised his hand to her shoulder and lowered it.
1840	— Let's go, — he said.
1841	— So whose are you?
1842	— Mrs. Darochka asked Ustym before he'd even reached the table.
1843	— I'm not from around here, — Ustym retorted with a broad smile.
1844	It dazzled everyone.
1845	— And do you always drink your tea like this, Solomiya, in the weeds under the bushes?
1846	— Ustym asked, glancing around.
1847	— Well, you have to be kept an eye on, — the grandmother spoke up.
1848	— Or else you'll do it too well.
1849	— And we need a rustic setting, — said Lilichka.
1850	— So you're a non-believer?
1851	— Mrs. Darochka simply couldn't let it rest.
1852	Ustym looked at her, smiled again his broad, white-toothed smile, and said gently:
1853	— I, madam, work by blessing.
1854	— A-ha-ha-ha, — Mrs. Darochka nodded.
1855	— It's like how, even on holy days, you can hew coffins, if you must.
