481	— Granny, there just aren't any normal ones, — said Marta.
482	— Where have you ever seen normal ones?
483	Only let's not talk about grandfather, I know all about what a good man he was.
484	Let's leave that outside the brackets.
485	— Well, Martochka, say what you will, raising a child on your own is no easy thing.
486	Although I'm very glad that you dared to do such a thing at all.
487	— Who dared, now?
488	Just like that… It just turned out this way, — she said and looked off somewhere toward the cherry trees.
489	— And who do you have there?
490	— the grandmother asked insinuatingly.
491	— Oh, as if the girls haven't already told you.
492	— Well, they did, but I want to hear it from you.
493	— Two boys.
494	— Congratulations, little bird.
495	— There'll be cherries this year, — said Marta and rose to her feet.
496	Lilichka and Miyechka arrived after lunch, when the new door was already in place.
497	— How lovely!
498	— said Lilichka.
499	— They put it in who knows how, — retorted Marta.
500	— How is your father?
501	— asked the grandmother.
502	— Did he muddle everything up?
503	— Nothing new, — replied Lilichka, twirling the keys on her finger.
504	The new door was wooden, painted white.
505	Lilichka dragged over to the door a large clay pot in which grew some tree, the name of which no one knew except Maria.
506	After the grandmother had spent her whole childhood telling her what ficuses she had had as a little girl, and where they had been left behind, and that, you know, she ought to have kept them, Maria sat down, studied a catalog of all houseplants, and brought the grandmother five ficuses with different names and different leaves.
507	— Now at least you'll have ficuses enough, — Maria said then.
508	— Oh, but what do I need them for, — the grandmother would say.
509	— Everything's getting overgrown with grass as it is, and now we need a thicket indoors too.
510	Marta, the grandmother, Lilichka and Miyechka sat at the table outdoors.
511	Nearby a cherry tree had finished blooming, and you could see the little green beads hanging thickly on the branches.
512	Underfoot, amaranth spread together with the grass and the wild daisies.
513	The sun, which had already set its mind on going down, peeked in at them under the blue-and-white striped umbrella on its long leg, crooked like a crane's.
514	On the table lay yesterday's doughnuts and today's salad of radish, sour cream and egg.
515	— I've ordered some fish for you, — the grandmother said to Marta.
516	— Why for me?
517	— You need it.
518	Pregnant women must eat fish.
519	Marta raised an eyebrow.
520	— Girls, — the grandmother said to all three, — now that we've all gathered here, an exclusively female company…
521	— Well, not exclusively, — Miyechka interrupted.
522	Everyone looked at her, and Solomiya went on:
523	— Marta is now carrying two males around with her.
524	Marta again raised her raven-black thick eyebrow and looked off to one side.
525	— Well, we'll see about that yet, — said the grandmother.
526	— Maybe, God willing, the doctors made a mistake and it's two girls in there.
527	So here's what I'm telling you now, as the eldest among you all…
528	— Granny, — Lilichka interrupted again, — somehow you managed to hold out until ninety-six without doling out advice to us from the height of your years, and now look at this!
529	— Never lets me get a word out, — the grandmother nodded toward Lilichka.
530	— So then, girls, this may be the last time the four of us sit together like this…
531	— Oh, Gra-a-anny, — Miyechka drawled this time.
532	— You've been saying that since you were about seventy — and since then we've sat like this a hundred times…
533	— Yes, let grandmother speak, she's earned the right by now, — Marta cut in, holding the bowl of salad in her hands.
534	In the corner of her lips there was sour cream.
535	— Martochka, do you mean to say that I'm old?
536	— the grandmother asked with feigned indignation.
537	— Do what you want to do.
538	Don't listen to anyone.
539	Don't even listen to me, girls.
540	Just do things so that it's good for you yourselves, because afterward no one will look back at you and remember that you did something to make someone cozy, to make it bright for someone and free of drafts.
541	No one will remember.
542	And another thing, my dears, have children…
543	The grandmother glanced at Miyechka, and she answered at once:
544	— Let's first have Marta's boys, and then we can turn our attention to me!
545	— Granny, — Marta spoke up, — you started off in such a way that you could go straight onto a TED talk.
546	— Onto television?
547	— It's like television, only cooler.
548	But about children…
549	— Well, what about children, child?
550	Have children and know that without a husband it's hard to look after them.
551	Marta…
552	— Now there's a roundabout way to get to it!
553	— Lilichka laughed.
554	— I just knew this was all about Marta and the father of her two hypothetical boys.
555	— Grandmother, — said Marta, finishing the salad, — rest assured, I'm not pregnant by a black man.
556	— Who is he, Marta?
557	Is he a decent man?
558	— You want to ask whether he'll marry me?
559	— Oh, even I know by now that marriage these days is neither here nor there.
560	Right, Lilichka?
561	Lilichka laughed, threw back her head, raised her delicate arms in the air, and said:
562	— Who needs that marriage anyway?!
563	— He won't marry me, — said Marta, smacking her lips and scanning the table with her eyes for what else she might eat.
564	— As if anyone could manage to marry you in the first place, — said Miyechka.
565	— Even if he wanted to, it would hardly come to anything.
566	— Now that's not me, — Lilichka snorted.
567	— Said 'I want to marry you,' and off I went right away, and only came to my senses some seven years later.
568	Miyechka, for her part, fell to thinking, recalled Danylo, his white fingers and long nails, his snow-white feet and his underwear folded away in drawers.
569	She imagined taking his hand and saying: 'Yes, I agree,' — and someone nearby is crying, and she is crying, but these tears are not from joy.
570	More than once she had dreamed that she was getting ready for a wedding and something kept getting in the way — now she can't find her shoes, now the dress has torn, now her period has started, now someone is dying and she is suddenly at the wheel of a hearse.
571	Then she remembered Ustym, whom she had met by chance at a dinner at friends', and how she had sat the whole evening looking at him, until a girlfriend told her to pull herself together.
572	Ustym had different hands, a different smell, and he had no underwear perfectly folded away in drawers.
573	'It's other women, other women who behave like this, others, not me,' she thought to herself.
574	That evening a stork flew down onto a post in the yard and sat there a long time, until late in the evening.
575	Everyone watched in wonder as the bird stood out, a black silhouette against the sky, and everyone wished it would spend the night with them.
576	They got up quietly from under the umbrella and walked slowly so as not to frighten the stork.
577	And besides, the grandmother could not walk fast.
578	But even Lilichka wasn't stomping like an elephant; she walked on tiptoe, swaying on her springy, slender legs.
579	Miyechka had found somewhere a striped cotton-print dress and in it looked like the housewives of the sixties.
580	She led the grandmother by the arm, and Marta carried in her hands the plates and the tablecloth, so the cats wouldn't drag them off the table in the night.
581	The stork just sat there: it did not stir from its spot while this column of four women walked toward the house along the path between the knotgrass, the grass and the daisies, lightly waving off the mosquitoes, theatrically, as if they were putting on a play for children.
582	The stork did not fly off even late in the evening.
583	Now it was barely visible.
584	The sky grew darker with every minute.
585	They all put on their nightgowns: Lilichka hers — with the buttons cut off, Miyechka hers — with the buttons left on and lace below the knees, Marta — a red silk one from Victoria's Secret, and the grandmother — a sky-blue one with a tiny fluffy sheep over the heart.
586	Outside it was quiet: not a single twig swayed, not a single blade of grass stirred.
587	You could hear the old cat snuffling in the kitchen.
588	— It's late for the stork to be building a nest, — said the grandmother, looking out the window into the gray night.
589	— As it is for me.
590	Too late, — said Marta.
591	— You're still quite little, — the grandmother wanted to hug Marta the way she had when Marta was small, the way she once was, when she would angrily bury her sturdy head with its coarse black hair into the grandmother's belly and cry, muffled, into the grandmother's bosom.
592	Instead, now, rather than drawing Marta to herself, she nestled against her, as if she herself were a little girl.
593	But Marta felt the way she had thirty-five years ago, when she was not forty but five.
594	Holding the grandmother by the shoulders, the way the grandmother had once held her, she nonetheless felt that she herself had become small, and, despite the fact that now it was the grandmother burying her head into her bosom, it seemed to Marta that it was all the other way around — that she was the little girl and her hair was still soft, and the grandmother was big and strong.
595	Pumpkins
596	Only three days had passed since the red Honda had brought Lilichka and Miyechka into the yard in their forty-year-old shoes.
597	And only two days since that same unchanging Honda had brought Marta and her future children.
598	They had replaced the door, washed the house, and walked, the three of them, through the raspberry thickets, plucking off the berries.
599	The grandmother stood on the porch that led out from the bedroom where Lilichka and Miyechka slept, warming their cold feet against each other.
600	— This raspberry has dwindled away, — said the grandmother.
601	— And once your grandfather brought it from Tashkent.
602	— Since when was Tashkent famous for raspberries?
603	— asked Miyechka.
604	— This raspberry, — the grandmother went on, — used to be like a good thumb.
605	This big!
606	— she held up her thumb.
607	— And then, you see, it dwindled and became like thimbles.
608	Lilichka and Miyechka were barely visible in the raspberry, but Marta had been tall since childhood.
609	The tallest of her peers.
610	Her proud profile was visible always and everywhere.
611	And now too, in the raspberry.
612	— Martochka, and where exactly are you going to give birth?
613	— asked the grandmother, leaning on the railing.
614	— Anywhere at all, just not here, — retorted Marta.
615	— Well, how about that, — said the grandmother.
616	— To live your whole life here, building a bright future, only for your granddaughters to be afraid to give birth here.
617	And while the dwindled raspberry was being eaten away by the birds and the three sisters, Lilichka, one morning when no one had yet even brewed coffee, steeped tea, or fried eggs, said:
618	— Let's sow some pumpkins.
619	— It's too late now to plant pumpkins, — replied the grandmother.
620	— Everything's too late for you, — retorted Marta.
621	— Too late for storks to build a nest, too late to plant pumpkins.
622	Then it's too late for me to give birth too.
623	Lilichka glanced at the grandmother, put her fingers to her lips, as if to say there's no point irritating Marta, and said:
624	— Pumpkins for photos.
625	And then we'll sell them for Halloween.
626	— For photos?
627	— asked the grandmother.
628	— Can't you just go and photograph some pumpkins somewhere?
629	Marta was sucking the honey off her fingers — in the mornings she would go straight to the pantry and dig at the honey from two years back with a big wooden spoon.
630	— Lilichka is right, — she spoke up.
631	— We can't just sit around doing nothing for three months.
